key,conf,team,2pa,3pa,rim attempts,middy attempts,total minutes,2p%,3p%,assisted 3p %,rim%,assisted rim fg%,middy fg%,assisted middy fg%,rim attempt rate,middy attempt rate,3 pt rate,transition 2p%,transition 3p%,transition midrange fg%,% of assists end w/ rim,% of assists end w/ middy,% of assists end w/ 3p,off_team_poss_value,def_team_poss_value,roster_ncaa_id,offensive rapm,defensive rapm,hoop_hgt_in,pos,exp,num,g,min,mpg,ppg,oreb,dreb,rpg,apg,tov,ast_to,spg,bpg,usg,ortg,efg,ts,torvik_id,fgm,ftm,fta,ft_pct,two_m,two_a,three_m,three_a,dunk_m,dunk_a,dunk_pct,porpag,dporpag,adj_oe,drtg,adj_de,stops,obpm,dbpm,bpm,oreb_rate,dreb_rate,ast,to,blk,stl,ftr,pfr,recruit rank,pick,fga,fg_pct,torvik_year,torvik_hgt_in,total RAPM,stls/100,blks/100,stops/100,3pa/100,midfga/100,dunkfga/100,rimfga/100,2pa/100,weight
Noah Penda,(INTL) FRENCH LNB,JAV,4.9,,,,828.8,0.6122449,0.256,,,,,,,,0.30985915,,,,,,,,,,,,79,,,,37,828.8,22.4,9.5,1.6,4.3,5.9,1.9,,1.46153846,1.3,0.7,18.9,117.1,0.546,0.58,https://basketball.realgm.com/player/Noah-Penda/Summary/165599,3.6,1.8,2.6,0.695,3,4.9,0.6,2.2,,,,,,,97.1,,,,,,8.2,23.1,14.3,13.4,3.5,3,,,,2,7.1,0.506,2024,79,,,,,,,,,,215
Romain Hoeltzel,(INTL) FRENCH LNB,APA,1.5,,,,450,0.46666667,0.234,,,,,,,,0.46428571,,,,,,,,,,,,71,,,,36,450,12.5,3,0.3,0.7,1,1.5,,1.5,0.6,0,16,91.4,0.415,0.465,https://basketball.realgm.com/player/Romain-Hoeltzel/Summary/172063,1,0.7,0.9,0.706,0.7,1.5,0.3,1.3,,,,,,,107.2,,,,,,3.2,6.6,20.1,23.8,0.2,2.5,,,,,2.8,0.36,2024,71,,,,,,,,,,
Romain Parmentelot,(INTL) FRENCH LNB,ALM,3.9,,,,720,0.43589744,0.34,,,,,,,,0.53012048,,,,,,,,,,,,75,,,,32,720,22.5,10.2,0.2,1.9,2.1,3,,1.57894737,1.1,0.2,23.9,103.1,0.481,0.535,https://basketball.realgm.com/player/Romain-Parmentelot/Summary/161579,3.2,2.2,2.8,0.789,1.7,3.9,1.5,4.4,,,,,,,109.8,,,,,,1,10.1,24.3,17,0.7,2.6,,,,,8.3,0.39,2024,75,,,,,,,,,,
Rudy Demahis Ballou,(INTL) FRENCH LNB,RCB,3.2,,,,376.2,0.34375,0.192,,,,,,,,0.42857143,,,,,,,,,,,,75,,,,22,376.2,17.1,4.7,0.4,1.4,1.8,2.7,,3.375,0.5,0,19.4,94.7,0.325,0.388,https://basketball.realgm.com/player/Rudy-Demahis-Ballou/Summary/124463,1.6,1.1,1.1,0.96,1.1,3.2,0.5,2.4,,,,,,,103.6,,,,,,2.7,10.3,25.4,11.8,0.3,1.7,,,,,5.6,0.285,2024,75,,,,,,,,,,
Tidjan Auguet,(INTL) FRENCH LNB,ROU,1.1,,,,77,0.36363636,0.214,,,,,,,,0.47619048,,,,,,,,,,,,73,,,,14,77,5.5,1.6,0.1,0.1,0.3,0.4,,1.33333333,0.1,0,20.3,81,0.362,0.374,https://basketball.realgm.com/player/Tidjan-Auguet/Summary/165602,0.6,0.1,0.3,0.5,0.4,1.1,0.2,1,,,,,,,109.1,,,,,,3,3.2,11.8,11.5,0,1.4,,,,,2.1,0.31,2024,73,,,,,,,,,,
Ugo Doumbia,(INTL) FRENCH LNB,RCB,3.5,,,,698.4,0.42857143,0.319,,,,,,,,0.35185185,,,,,,,,,,,,75,,,,36,698.4,19.4,5.8,1.2,2.3,3.4,3.1,,1.63157895,1.1,0.1,19.6,94.7,0.454,0.474,https://basketball.realgm.com/player/Ugo-Doumbia/Summary/171228,2.1,0.9,1.8,0.54,1.5,3.5,0.6,1.9,,,,,,,100.7,,,,,,7.4,14.7,26.6,23.5,0.8,3.1,,,,,5.4,0.397,2024,75,,,,,,,,,,
Vincent Amsellem,(INTL) FRENCH LNB,BBD,4.1,,,,820.8,0.48780488,0.318,,,,,,,,0.56382979,,,,,,,,,,,,76,,,,38,820.8,21.6,10.2,0.3,2.5,2.8,2.9,,1.93333333,0.9,0.1,26,99.6,0.479,0.499,https://basketball.realgm.com/player/Vincent-Amsellem/Summary/133130,3.7,1.1,1.7,0.662,2,4.1,1.7,5.3,,,,,,,100.6,,,,,,1.6,14.9,27.3,12.6,0.5,2.3,,,,,9.4,0.39,2024,76,,,,,,,,,,
Wilson Jacques,(INTL) FRENCH LNB,RCB,1.3,,,,70.5,0.23076923,0,,,,,,,,0,,,,,,,,,,,,84,,,,15,70.5,4.7,1.1,0.5,0.5,1,0.2,,0.5,0.1,0.1,19.4,79.3,0.25,0.353,https://basketball.realgm.com/player/Wilson-Jacques/Summary/162804,0.3,0.4,0.4,1,0.3,1.3,0,0,,,,,,,100.7,,,,,,14,12.2,6.6,20.9,3.1,1.6,,,,,1.3,0.25,2024,84,,,,,,,,,,
Yasmin Mambo,(INTL) FRENCH LNB,ROU,5,,,,674.7,0.56,0.368,,,,,,,,0.09090909,,,,,,,,,,,,80,,,,39,674.7,17.3,7.8,2.1,2.1,4.2,0.8,,0.61538462,0.4,0.3,20.5,111.7,0.563,0.592,https://basketball.realgm.com/player/Yasmin-Mambo/Summary/141868,3,1.6,2.4,0.653,2.8,5,0.2,0.5,,,,,,,106,,,,,,14.5,15.2,8.6,16.9,2.1,1.3,,,,,5.5,0.547,2024,80,,,,,,,,,,
Zacharie Perrin,(INTL) FRENCH LNB,ANT,5.1,,,,829.6,0.60784314,0.357,,,,,,,,0.29166667,,,,,,,,,,,,83,,,,34,829.6,24.4,10.1,1.7,5.1,6.8,1.1,,0.91666667,0.6,0.4,18.6,118.9,0.584,0.604,https://basketball.realgm.com/player/Zacharie-Perrin/Summary/183101,3.8,1.8,2.8,0.638,3.1,5.1,0.7,2.1,,,,,,,108.3,,,,,,9.4,25.7,8.6,12.6,1.6,1.4,,,,,7.2,0.533,2024,83,,,,,,,,,,220
Assane N'Doye,(INTL) FRENCH LNB,ADA,4.5,,,,761.6,0.48888889,0.295,,,,,,,,0.28571429,,,,,,,,,,,,78,,,,34,761.6,22.4,7.8,1.2,2.4,3.6,1.8,,1.125,0.9,0.4,19.9,100.7,0.474,0.511,https://basketball.realgm.com/player/Assane-NDoye/Summary/32773,2.7,1.8,2.9,0.626,2.2,4.5,0.5,1.8,,,,,,,97.1,,,,,,6.9,13.2,13.4,17,1.8,2.2,,,,,6.3,0.433,2018,78,,,,,,,,,,200
Bastien Vautier,(INTL) FRENCH LNB,CAEN,5.8,,,,589,0.5862069,0,,,,,,,,0,,,,,,,,,,,,83,,,,31,589,19,7.9,2.3,3.3,5.6,0.5,,0.33333333,0.7,0.8,20.4,105.4,0.58,0.591,https://basketball.realgm.com/player/Bastien-Vautier/Summary/93688,3.4,1.1,1.9,0.586,3.4,5.8,0,0,,,,,,,103.1,,,,,,15,22.5,4.2,18.9,4.4,1.9,,,,,5.8,0.58,2018,83,,,,,,,,,,
Carl Ponsar,(INTL) FRENCH LNB,ROU,2.8,,,,543,0.42857143,0.33,,,,,,,,0.53333333,,,,,,,,,,,,80,,,,30,543,18.1,6.9,0.6,1.9,2.5,0.8,,0.61538462,0.8,0.2,21,95.8,0.47,0.499,https://basketball.realgm.com/player/Carl-Ponsar/Summary/76296,2.3,1.3,1.9,0.69,1.2,2.8,1.1,3.2,,,,,,,105.3,,,,,,3.8,14.2,7.4,15.5,0.9,2.4,,,,,6,0.381,2018,80,,,,,,,,,,210
Corentin Carne,(INTL) FRENCH LNB,ECM,2.4,,,,540,0.54166667,0.236,,,,,,,,0.52941176,,,,,,,,,,,,77,,,,27,540,20,5.3,0.2,1,1.1,1.5,,1.15384615,1.6,0.1,17,89.5,0.421,0.466,https://basketball.realgm.com/player/Corentin-Carne/Summary/81614,1.9,1.1,1.3,0.829,1.3,2.4,0.6,2.7,,,,,,,109.9,,,,,,1.1,6.8,12.3,18.9,0.4,4.3,,,,,5.1,0.36,2018,77,,,,,,,,,,210
Darel Poirier,(INTL) FRENCH LNB,ECM,2.9,,,,513,0.44827586,0.228,,,,,,,,0.39583333,,,,,,,,,,,,82,,,,30,513,17.1,4.6,0.6,2.2,2.8,0.6,,0.375,0.2,0.6,19.6,75.6,0.397,0.43,https://basketball.realgm.com/player/Darel-Poirier/Summary/59407,1.7,0.8,1.3,0.632,1.3,2.9,0.4,1.9,,,,,,,113.2,,,,,,4,17.7,6.1,23.3,3.4,0.6,,,,,4.8,0.352,2018,82,,,,,,,,,,230
Felix Michel,(INTL) FRENCH LNB,ROU,1.3,,,,592.8,0.46153846,0.053,,,,,,,,0.27777778,,,,,,,,,,,,73,,,,39,592.8,15.2,1.3,0.5,1.4,2,3.2,,2.28571429,0.7,0,10.3,83.1,0.326,0.323,https://basketball.realgm.com/player/Felix-Michel/Summary/33008,0.6,0.1,0.3,0.25,0.6,1.3,0,0.5,,,,,,,106.5,,,,,,4.2,12.7,30,41.1,0.2,2.6,,,,,1.8,0.319,2018,73,,,,,,,,,,183
Gauthier Denis,(INTL) FRENCH LNB,SLH,2.4,,,,690,0.54166667,0.268,,,,,,,,0.52941176,,,,,,,,,,,,79,,,,30,690,23,5.2,1.2,1.8,3,1.4,,1.4,0.4,0.4,13.3,97.8,0.461,0.49,https://basketball.realgm.com/player/Gauthier-Denis/Summary/54247,2,0.5,0.6,0.842,1.3,2.4,0.7,2.7,,,,,,,109.1,,,,,,6.1,9.7,10.9,16.2,1.6,1,,,,,5.1,0.388,2018,79,,,,,,,,,,196
Ibou Faye,(INTL) FRENCH LNB,PB86,3.5,,,,578,0.51428571,0,,,,,,,,0,,,,,,,,,,,,81,,,,34,578,17,4.9,1.8,3.2,4.9,0.9,,1,0.7,1.3,15.4,110.6,0.508,0.551,https://basketball.realgm.com/player/Ibou-Faye/Summary/71573,1.8,1.3,2.1,0.625,1.8,3.5,0,0,,,,,,,102.4,,,,,,13.7,24.7,10.1,17.6,8,2.4,,,,,3.5,0.508,2018,81,,,,,,,,,,225
Jean-Philippe Dally,(INTL) FRENCH LNB,DEN,2.3,,,,535.5,0.43478261,0.299,,,,,,,,0.48888889,,,,,,,,,,,,78,,,,35,535.5,15.3,4.6,0.4,1.6,2,0.7,,0.875,0.9,0.2,17.8,92.5,0.455,0.472,https://basketball.realgm.com/player/Jean-Philippe-Dally/Summary/91647,1.7,0.5,0.8,0.679,1,2.3,0.7,2.2,,,,,,,103.4,,,,,,3.6,13.5,7.9,13.8,1.2,3.1,,,,,4.5,0.382,2018,78,,,,,,,,,,195
Lucas Dussoulier,(INTL) FRENCH LNB,ECM,4.2,,,,861.8,0.61904762,0.357,,,,,,,,0.46153846,,,,,,,,,,,,80,,,,31,861.8,27.8,10,0.8,3.6,4.5,1.6,,1.6,1,0.5,16.1,117.7,0.581,0.598,https://basketball.realgm.com/player/Lucas-Dussoulier/Summary/41609,3.9,0.9,1.3,0.744,2.6,4.2,1.3,3.6,,,,,,,112.7,,,,,,3.5,18.3,10.1,10.7,1.8,2,,,,,7.8,0.498,2018,80,,,,,,,,,,205
Lucas Hergott,(INTL) FRENCH LNB,SCB,3.1,,,,540,0.58064516,0.37,,,,,,,,0.36734694,,,,,,,,,,,,79,,,,30,540,18,7.3,0.7,1.2,1.9,1.6,,1.33333333,0.4,0,19,113.5,0.582,0.618,https://basketball.realgm.com/player/Lucas-Hergott/Summary/76295,2.5,1.6,2.4,0.69,1.8,3.1,0.7,1.8,,,,,,,109,,,,,,5,7.8,16.1,16.5,0.2,1.2,,,,,4.9,0.514,2018,79,,,,,,,,,,196
Sekou Doumbouya,(INTL) FRENCH LNB,PB86,4.6,,,,649.6,0.45652174,0.293,,,,,,,,0.38666667,,,,,,,,,,,,80,,,,28,649.6,23.2,8.5,0.6,3.6,4.1,1,,0.58823529,0.6,0.5,21.2,92.9,0.45,0.497,https://basketball.realgm.com/player/Sekou-Doumbouya/Summary/98052,3,1.8,2.2,0.79,2.1,4.6,0.9,2.9,,,,,,,109.1,,,,,,3.2,19.9,8.3,16.5,2.3,1.6,,,,15,7.5,0.393,2018,80,,,,,,,,,,235
William Narace,(INTL) FRENCH LNB,NAN,4.2,,,,766.8,0.5,0.325,,,,,,,,0.35384615,,,,,,,,,,,,80,,,,36,766.8,21.3,7.8,1.7,2.8,4.5,1.2,,0.85714286,1.1,0.5,20.1,104.1,0.5,0.526,https://basketball.realgm.com/player/William-Narace/Summary/107477,2.9,1.4,2.1,0.649,2.1,4.2,0.8,2.3,,,,,,,96.3,,,,,,10,17.3,10.3,15.5,2.6,2.9,,,,,6.5,0.442,2018,80,,,,,,,,,,218
Arthur Bouba,(INTL) FRENCH LNB,NAN,2.2,,,,347.2,0.5,0.231,,,,,,,,0.26666667,,,,,,,,,,,,79,,,,31,347.2,11.2,3.5,1,1.8,2.8,0.3,,0.375,0.8,0.1,18.1,94.2,0.452,0.49,https://basketball.realgm.com/player/Arthur-Bouba/Summary/127414,1.3,0.7,1.2,0.622,1.1,2.2,0.2,0.8,,,,,,,100.7,,,,,,10.9,21.3,4.8,18.6,1.4,3.9,,,,,3,0.419,2023,79,,,,,,,,,,194
Arthur Minkonda,(INTL) FRENCH LNB,ANG,2.1,,,,248.4,0.57142857,0,,,,,,,,0.04545455,,,,,,,,,,,,80,,,,27,248.4,9.2,3,0.9,1.5,2.3,0.3,,0.42857143,0.4,0.3,16.3,100.6,0.55,0.553,https://basketball.realgm.com/player/Arthur-Minkonda/Summary/155291,1.2,0.6,1.1,0.5,1.2,2.1,0,0.1,,,,,,,107.1,,,,,,10.8,20.1,4.6,19.7,3.9,2.1,,,,,2.2,0.55,2023,80,,,,,,,,,,
Assemian Moulare,(INTL) FRENCH LNB,JAV,1.5,,,,339.3,0.53333333,0.409,,,,,,,,0.60526316,,,,,,,,,,,,72,,,,29,339.3,11.7,4.9,0.3,1.1,1.4,1.1,,1.375,0.5,0.1,18.7,110.6,0.583,0.592,https://basketball.realgm.com/player/Assemian-Moulare/Summary/150535,1.7,0.5,0.8,0.609,0.8,1.5,0.9,2.3,,,,,,,109.1,,,,,,2.7,11.6,15.8,16.2,0.6,2.3,,,,,3.8,0.459,2023,72,,,,,,,,,,195
Badr Moujib,(INTL) FRENCH LNB,SCB,3.8,,,,435.2,0.65789474,0.344,,,,,,,,0.20833333,,,,,,,,,,,,81,,,,32,435.2,13.6,7.3,0.8,1.6,2.4,0.8,,1,0.4,0.7,22.9,118.3,0.616,0.642,https://basketball.realgm.com/player/Badr-Moujib/Summary/150737,2.8,1.3,1.9,0.7,2.5,3.8,0.3,1,,,,,,,111,,,,,,7.8,14,11,12.1,5.1,1.5,,,,,4.8,0.581,2023,81,,,,,,,,,,202
Corentin Falcoz,(INTL) FRENCH LNB,AMSB,1,,,,469.2,0.6,0.342,,,,,,,,0.77777778,,,,,,,,,,,,78,,,,34,469.2,13.8,5,0.3,0.9,1.2,0.7,,1.16666667,0.4,0,17.1,106.5,0.529,0.537,https://basketball.realgm.com/player/Corentin-Falcoz/Summary/143445,1.8,0.2,0.3,0.7,0.6,1,1.2,3.5,,,,,,,112.5,,,,,,2.7,8.1,8.4,10.7,0.2,1.3,,,,,4.5,0.396,2023,78,,,,,,,,,,
Dorian Angloma,(INTL) FRENCH LNB,ALM,0.6,,,,73,0.66666667,0.308,,,,,,,,0.68421053,,,,,,,,,,,,72,,,,10,73,7.3,2.2,0.2,0.5,0.7,0.6,,1,0.3,0,17.9,96.5,0.526,0.541,https://basketball.realgm.com/player/Dorian-Angloma/Summary/203736,0.8,0.2,0.3,0.667,0.4,0.6,0.4,1.3,,,,,,,111.5,,,,,,3.4,8.4,13.9,22.8,0,2.3,,,,,1.9,0.421,2023,72,,,,,,,,,,
Essome Miyem Nwal,(INTL) FRENCH LNB,LMBC,3.1,,,,492.1,0.64516129,0,,,,,,,,0,,,,,,,,,,,,82,,,,37,492.1,13.3,5,0.9,1.9,2.9,0.3,,0.23076923,0.2,0.4,17.2,104,0.658,0.683,https://basketball.realgm.com/player/Essome-Miyem-Nwal/Summary/108653,2,0.9,1.3,0.723,2,3.1,0,0,,,,,,,109.2,,,,,,9.8,17.8,3.7,26.3,3.2,0.9,,,,,3.1,0.658,2023,82,,,,,,,,,,220
Harvey Gauthier,(INTL) FRENCH LNB,NAN,1.4,,,,223.2,0.35714286,0.222,,,,,,,,0.41666667,,,,,,,,,,,,73,,,,18,223.2,12.4,2,0.6,0.7,1.3,0.7,,0.77777778,0.3,0.1,13.4,78,0.326,0.38,https://basketball.realgm.com/player/Harvey-Gauthier/Summary/151951,0.7,0.4,0.6,0.8,0.5,1.4,0.2,1,,,,,,,109.7,,,,,,6.2,7.5,8,25.2,0.5,1.5,,,,,2.4,0.279,2023,73,,,,,,,,,,
Hugo Mienandi,(INTL) FRENCH LNB,ALM,2.6,,,,510,0.61538462,0.188,,,,,,,,0.16129032,,,,,,,,,,,,79,,,,34,510,15,4.5,0.9,1.9,2.7,0.6,,1.5,0.4,0.1,12.8,125.7,0.582,0.621,https://basketball.realgm.com/player/Hugo-Mienandi/Summary/152589,1.7,0.9,1.2,0.738,1.6,2.6,0.1,0.5,,,,,,,109.2,,,,,,7.4,15.2,6.5,10.3,0.9,1.3,,,,,3.1,0.567,2023,79,,,,,,,,,,
Ilias Kamardine,(INTL) FRENCH LNB,ALM,4,,,,765,0.425,0.342,,,,,,,,0.45945946,,,,,,,,,,,,76,,,,34,765,22.5,8.3,0.6,1.9,2.4,2.4,,2,1.3,0.2,20,106,0.466,0.505,https://basketball.realgm.com/player/Ilias-Kamardine/Summary/155233,2.9,1.4,1.7,0.78,1.7,4,1.2,3.4,,,,,,,106.6,,,,,,3.3,10.1,18.6,12.5,1.2,3.1,,,,,7.4,0.387,2023,76,,,,,,,,,,180
Ismael Kherzane,(INTL) FRENCH LNB,LMBC,0.4,,,,43,0.25,0.333,,,,,,,,0.6,,,,,,,,,,,,74,,,,10,43,4.3,0.8,0,0.2,0.2,0.6,,2,0.4,0,13.8,86.7,0.4,0.4,https://basketball.realgm.com/player/Ismael-Kherzane/Summary/141848,0.3,0,0,0,0.1,0.4,0.2,0.6,,,,,,,99.8,,,,,,0,5.3,19.8,23.1,0,4.8,,,,,1,0.3,2023,74,,,,,,,,,,
Izan le Meut,(INTL) FRENCH LNB,QUI,0.9,,,,70.5,0.44444444,0,,,,,,,,0,,,,,,,,,,,,83,,,,15,70.5,4.7,0.9,0.3,0.7,1,0.1,,0.33333333,0.1,0.1,12.2,92.1,0.462,0.504,https://basketball.realgm.com/player/Izan-le-Meut/Summary/183100,0.4,0.1,0.1,1,0.4,0.9,0,0,,,,,,,111.7,,,,,,8.9,17.2,2.4,22.4,1.5,0.8,,,,,0.9,0.462,2023,83,,,,,,,,,,
Kameronn Selebangue,(INTL) FRENCH LNB,RCB,0.7,,,,37,0.14285714,0,,,,,,,,0.3,,,,,,,,,,,,72,,,,10,37,3.7,0.2,0,0.2,0.2,0.4,,1.33333333,0.3,0,16,37.7,0.1,0.1,https://basketball.realgm.com/player/Kameronn-Selebangue/Summary/165266,0.1,0,0,0,0.1,0.7,0,0.3,,,,,,,98.5,,,,,,0,7.4,15.1,23.1,0,4.3,,,,,1,0.1,2023,72,,,,,,,,,,
Kevin Marsillon-Noleo,(INTL) FRENCH LNB,DEN,2.8,,,,399.9,0.53571429,0.111,,,,,,,,0.24324324,,,,,,,,,,,,79,,,,31,399.9,12.9,4.3,1.4,1.6,3,0.3,,0.6,0.5,0.2,17,109.7,0.457,0.503,https://basketball.realgm.com/player/Kevin-Marsillon-Noleo/Summary/145159,1.6,0.9,1.3,0.718,1.5,2.8,0.1,0.9,,,,,,,113.7,,,,,,12.1,17,4.3,9.6,1.7,1.9,,,,,3.7,0.443,2023,79,,,,,,,,,,
Kyshawn George,(INTL) FRENCH LNB,CHA,0.4,,,,156.4,0.5,0.383,,,,,,,,0.83333333,,,,,,,,,,,,80,,,,23,156.4,6.8,2.9,0.1,0.3,0.5,0.3,,0.75,0.4,0.1,20.9,103.9,0.582,0.581,https://basketball.realgm.com/player/Kyshawn-George/Summary/137573,1,0.1,0.3,0.5,0.2,0.4,0.8,2,,,,,,,99.8,,,,,,2.4,6.2,9.4,14.8,1.3,3.2,,,,24,2.4,0.418,2023,80,,,,,,,,,,200
Leopold Delaunay,(INTL) FRENCH LNB,JAV,3.3,,,,840,0.60606061,0.355,,,,,,,,0.484375,,,,,,,,,,,,76,,,,35,840,24,8.6,1,3.6,4.6,3,,1.42857143,1.6,0.2,17.1,109.3,0.572,0.601,https://basketball.realgm.com/player/Leopold-Delaunay/Summary/127415,3.1,1.3,1.7,0.75,2,3.3,1.1,3.1,,,,,,,103.6,,,,,,4.8,18,19.9,22.6,0.8,3.5,,,,,6.4,0.484,2023,76,,,,,,,,,,205
Lorenzo Thirouard-Samson,(INTL) FRENCH LNB,LMBC,2.6,,,,741,0.61538462,0.342,,,,,,,,0.65789474,,,,,,,,,,,,78,,,,30,741,24.7,9.5,0.3,1.7,2,1.5,,0.9375,0.7,0.1,18.6,103.9,0.539,0.57,https://basketball.realgm.com/player/Lorenzo-Thirouard-Samson/Summary/111545,3.3,1.3,1.6,0.792,1.6,2.6,1.7,5,,,,,,,114.1,,,,,,1.9,8.7,9.4,16.4,0.6,1.6,,,,,7.6,0.428,2023,78,,,,,,,,,,
Louis Marnette,(INTL) FRENCH LNB,ULR,2.1,,,,112,0.57142857,0.357,,,,,,,,0.57142857,,,,,,,,,,,,76,,,,10,112,11.2,5.6,0.3,1.6,1.9,1.1,,0.84615385,0.2,0,26.5,94.2,0.551,0.561,https://basketball.realgm.com/player/Louis-Marnette/Summary/108647,2.2,0.2,0.2,1,1.2,2.1,1,2.8,,,,,,,99.8,,,,,,3.2,16.3,23.6,20.7,0,0.9,,,,,4.9,0.449,2023,76,,,,,,,,,,190
Lucas Demahis-Ballou,(INTL) FRENCH LNB,BBD,2,,,,99,0.5,0.5,,,,,,,,0.2,,,,,,,,,,,,75,,,,11,99,9,3.2,0,0.2,0.2,0.9,,1.8,0.2,0,16.6,107.7,0.574,0.599,https://basketball.realgm.com/player/Lucas-Demahis-Ballou/Summary/188017,1.3,0.4,0.5,0.8,1,2,0.3,0.5,,,,,,,114.1,,,,,,0,2.4,20.2,17,0,1.1,,,,,2.5,0.519,2023,75,,,,,,,,,,
Mamadou Guisse,(INTL) FRENCH LNB,JAV,4.8,,,,722.7,0.52083333,0.22,,,,,,,,0.23809524,,,,,,,,,,,,77,,,,33,722.7,21.9,8,1.3,2.6,4,2.2,,1.57142857,0.6,0.1,18.6,107.2,0.471,0.517,https://basketball.realgm.com/player/Mamadou-Guisse/Summary/156075,2.8,2.1,3.2,0.636,2.5,4.8,0.3,1.5,,,,,,,108.2,,,,,,7,14.1,16.2,15.2,0.6,1.4,,,,,6.3,0.445,2023,77,,,,,,,,,,
Marc-Olivier Lasserre,(INTL) FRENCH LNB,LMBC,1.2,,,,421.2,0.5,0.43,,,,,,,,0.64705882,,,,,,,,,,,,77,,,,36,421.2,11.7,4.3,0.6,1.8,2.3,0.4,,0.8,0.2,0,15.8,113,0.595,0.606,https://basketball.realgm.com/player/Marc-Olivier-Lasserre/Summary/142158,1.5,0.3,0.3,0.75,0.6,1.2,0.9,2.2,,,,,,,110,,,,,,6.5,18.2,4.9,13.1,0,1,,,,,3.4,0.455,2023,77,,,,,,,,,,
Maxime Semelet,(INTL) FRENCH LNB,RCB,1.1,,,,56.4,0.54545455,0,,,,,,,,0,,,,,,,,,,,,78,,,,12,56.4,4.7,1.7,0.7,0.3,1,0.2,,0.33333333,0.2,0,20,99.3,0.538,0.59,https://basketball.realgm.com/player/Maxime-Semelet/Summary/171273,0.6,0.5,0.8,0.667,0.6,1.1,0,0,,,,,,,101.7,,,,,,17.4,9.4,5.9,29.2,0,1.9,,,,,1.1,0.538,2023,78,,,,,,,,,,
Melvin Ajinca,(INTL) FRENCH LNB,SQB,2.6,,,,603.9,0.53846154,0.394,,,,,,,,0.61764706,,,,,,,,,,,,80,,,,33,603.9,18.3,8.5,0.5,1.5,2,0.5,,0.71428571,0.7,0.1,21.3,110.8,0.567,0.591,https://basketball.realgm.com/player/Melvin-Ajinca/Summary/152393,3,0.8,1,0.848,1.4,2.6,1.6,4.2,,,,,,,101.5,,,,,,3.7,10.1,5.8,8.8,0.6,2.1,,,,21,6.8,0.446,2023,80,,,,,,,,,,218
Nathan De Sousa,(INTL) FRENCH LNB,APA,2.5,,,,504.6,0.52,0.319,,,,,,,,0.48979592,,,,,,,,,,,,74,,,,29,504.6,17.4,6.7,0.7,1.2,1.9,2.6,,2,1,0.1,19.3,111.6,0.514,0.564,https://basketball.realgm.com/player/Nathan-De-Sousa/Summary/152388,2.1,1.6,2.3,0.712,1.3,2.5,0.8,2.4,,,,,,,107.3,,,,,,5.4,8.4,25.2,18.6,0.4,3.1,,,,,4.9,0.437,2023,74,,,,,,,,,,192
Neftali Difuidi,(INTL) FRENCH LNB,ORL,2.2,,,,513,0.59090909,0.295,,,,,,,,0.53191489,,,,,,,,,,,,76,,,,38,513,13.5,5.5,0.4,1.7,2.2,0.8,,1.6,0.8,0.1,20.4,106.1,0.503,0.533,https://basketball.realgm.com/player/Neftali-Difuidi/Summary/141878,2,0.7,1,0.757,1.3,2.2,0.7,2.5,,,,,,,104.9,,,,,,4.3,16.7,9.6,8.4,1.1,3.4,,,,,4.7,0.425,2023,76,,,,,,,,,,
Noah Bolanga,(INTL) FRENCH LNB,ORL,0.8,,,,124.2,0.5,0.333,,,,,,,,0.65217391,,,,,,,,,,,,80,,,,18,124.2,6.9,2.7,0.3,0.4,0.7,0.2,,0.4,0.3,0,20,97.2,0.524,0.55,https://basketball.realgm.com/player/Noah-Bolanga/Summary/157710,0.9,0.3,0.3,0.833,0.4,0.8,0.5,1.5,,,,,,,110,,,,,,5.2,7,4.8,17.1,0,2.1,,,,,2.3,0.415,2023,80,,,,,,,,,,180
Noah Penda,(INTL) FRENCH LNB,JAV,2.8,,,,614.2,0.53571429,0.208,,,,,,,,0.17647059,,,,,,,,,,,,79,,,,37,614.2,16.6,3.9,1.5,2.8,4.2,1,,0.90909091,0.9,0.4,14.1,95.3,0.48,0.473,https://basketball.realgm.com/player/Noah-Penda/Summary/165599,1.6,0.6,1.7,0.387,1.5,2.8,0.1,0.6,,,,,,,103.2,,,,,,10.2,19.8,9,20.7,2.4,2.8,,,,2,3.4,0.46,2023,79,,,,,,,,,,215
Paul Billong,(INTL) FRENCH LNB,BBD,2.8,,,,539.4,0.53571429,0.4,,,,,,,,0.42857143,,,,,,,,,,,,76,,,,29,539.4,18.6,6.9,1.1,1.2,2.3,2,,1.81818182,0.7,0,17.3,117.1,0.552,0.598,https://basketball.realgm.com/player/Paul-Billong/Summary/135781,2.3,1.5,2,0.754,1.5,2.8,0.8,2.1,,,,,,,108.3,,,,,,7.2,7.7,19.3,16.4,0.2,2,,,,,4.9,0.469,2023,76,,,,,,,,,,200
Samuel Eyango Dingo,(INTL) FRENCH LNB,AMSB,2,,,,205.4,0.45,0.231,,,,,,,,0.2,,,,,,,,,,,,82,,,,26,205.4,7.9,2.9,0.8,1.4,2.2,0.2,,0.25,0.2,0.1,22.2,88.8,0.417,0.479,https://basketball.realgm.com/player/Samuel-Eyango-Dingo/Summary/127517,1,0.8,1.1,0.714,0.9,2,0.1,0.5,,,,,,,107.2,,,,,,12,22.8,4.4,21.1,1.7,1.3,,,,,2.5,0.394,2023,82,,,,,,,,,,220
